text,tagged_sentence,label
"The arrival of the police did not deter the mob , which continued with the brickbatting from the safety of their houses .","<cause>The arrival of the police</cause> <trigger>did not deter</trigger> <effect>the mob, which continued with the brickbatting from the safety of their houses</effect>",1
Police teargassing was answered with a few gunshots in the air from one of the houses .,<cause>Police teargassing</cause> <trigger>was answered with</trigger> <effect>a few gunshots in the air from one of the houses</effect>,1
"In retaliation , the police fired a few rounds in the air which finally capped the clashes .",<cause>the police fired a few rounds in the air</cause> <trigger>In retaliation</trigger> <effect>which finally capped the clashes</effect>,1
"After the Chief Minister was briefed about the incident , she was mobbed by the residents and had to listen to the acute power problem in the area .",<cause>the acute power problem in the area</cause> <trigger>After</trigger> <effect>she was mobbed by the residents and had to listen to</effect>,1
The residents told the CM that it was not the residents of the area who indulged in fighting .,NoTag,0
Even as the police were rounding up the suspects and interrogating Chanda -- the prime suspect and a known ruffian -- a stone flew and landed near the area SDM Prakash Chandra .,NoTag,0
Home guards ran in the direction from which the stone had been hurled and caught hold of a teenaged boy and dragged him in the direction of the local police station .,NoTag,0
The number of persons injured during the clashes could not be ascertained as most of them had gone into hiding .,<cause>most of them had gone into hiding</cause> <trigger>as</trigger> <effect>The number of persons injured during the clashes could not be ascertained</effect>,1
Northam Platinum 's management acknowledged receipt of a memorandum from striking mineworkers at its head office in Johannesburg on Tuesday .,NoTag,0
"The platinum miner has reportedly offered workers eight to nine percent increases , and warned that should the strike continue , it may be forced to cut jobs .",<cause>should the strike continue</cause> <trigger>warned that</trigger> <effect>it may be forced to cut jobs</effect>,1
"Workers at the company 's Zondereinde mine , near Amandelbult in Limpopo , went on strike on November 3 .",NoTag,0
"A woman was killed in her sleep when the bombs rocked parts of Soweto , south of Johannesburg , on Wednesday morning last week .","<cause>the bombs rocked parts of Soweto, south of Johannesburg</cause> <trigger>when, on Wednesday morning last week</trigger> <effect>A woman was killed in her sleep</effect>",1
"Another bomb went off in Bronkhorstspruit , Mpumalanga .",NoTag,0
Selebi said police can positively place at least one of the men at the scene of the Soweto blasts .,NoTag,0
The mixture was similar to the once used in the Gauteng and Mpumalanga bombs .,NoTag,0
"KERALA Picketing held April 21 , 2010 00:00 IST KALPETTA : Congress activists picketed State government offices at six centres in the district on Tuesday as a part of a State-wide agitation by the Kerala Pradesh Congress Committee against the rise in prices of essential commodities .","<cause>the rise in prices of essential commodities</cause> <trigger>on Tuesday, April 21, 2010</trigger> <effect>Congress activists picketed State government offices at six centres in the district as a part of a State-wide agitation by the Kerala Pradesh Congress Committee</effect>",1
Functioning of the offices was disrupted for some time .,NoTag,0
"KERALA Private bus strike total in city August 14 , 2008 00:00 IST DIFFICULT RIDE : Commuters had a hard time on the first day of the private bus strike in the city on Wednesday .","<cause>the private bus strike in the city</cause> <trigger>on Wednesday, August 14, 2008</trigger> <effect>Commuters had a hard time</effect>",1
— | Photo Credit : Photo : Vipin Chandran Staff Reporter KSRTC operates 64 additional services KOCHI : Private buses kept off the road on the first day of the indefinite strike called by trade unions demanding fair wages fixed by the State government .,<cause>trade unions demanding fair wages fixed by the State government</cause> <trigger>on the first day of the indefinite strike called by</trigger> <effect>Private buses kept off the road</effect>,1
"The release claimed that nearly 1,000 workers , who operate services within the city , are on strike .",NoTag,0
"If the strike prolongs , nearly 50 buses need to be brought in from main depots like Thiruvananthapuram to operate buses to different parts of the district , Mr. Stanley said .",<cause>If the strike prolongs</cause> <trigger>need to</trigger> <effect>nearly 50 buses need to be brought in from main depots like Thiruvananthapuram to operate buses to different parts of the district</effect>,1
Talks fail The indefinite strike will continue as the meeting convened by District Collector M. Beena to end the private bus strike failed to reach a consensus .,<cause>the meeting convened by District Collector M. Beena to end the private bus strike failed to reach a consensus</cause> <trigger>as</trigger> <effect>The indefinite strike will continue</effect>,1
"Hong Kong has been rocked by a series of protests by hundreds of thousands of people in recent weeks , many of which have ended in violent clashes between police and pockets of demonstrators .","<cause>protests by hundreds of thousands of people in recent weeks</cause> <trigger>has been rocked by</trigger> <effect>Hong Kong has been rocked by a series of protests, many of which have ended in violent clashes between police and pockets of demonstrators</effect>",1
The protests were initially focused on a bill that that would make it easier to extradite people to China from the semi-autonomous city .,<effect>The protests were initially focused on a bill</effect> <trigger>that would</trigger> <cause>make it easier to extradite people to China from the semi-autonomous city</cause>,1
"But the authorities ’ harsh policing of the protests , coupled with a refusal by Hong Kong ’ s leader to completely withdraw the bill , mean protesters have returned to the streets time and again .","<cause>the authorities' harsh policing of the protests, coupled with a refusal by Hong Kong's leader to completely withdraw the bill</cause> <trigger>mean</trigger> <effect>protesters have returned to the streets time and again</effect>",1
Many Hong Kongers also cite the jailing of leaders and activists from the 2014 Occupy Central movement – a 79-day mass civil disobedience movement – as well as the disqualification of young localist lawmakers as signs of the erosion of civil freedoms .,<cause>the jailing of leaders and activists from the 2014 Occupy Central movement and the disqualification of young localist lawmakers</cause> <trigger>cite as</trigger> <effect>Many Hong Kongers also cite as signs of the erosion of civil freedoms</effect>,1
Issued by : ANC Attention : News Editors For immediate release : ANC STATEMENT ON IFP DISRUPTING CAMPAIGNING LED BY ANC DEPUTY PRESIDENT JACOB ZUMA The ANC in KwaZulu-Natal strongly condemns the misbehaviour of IFP members who interrupted our campaign trail led by ANC Deputy President Jacob Zuma at Dokodweni and Mandeni on the north coast today .,<cause>IFP members who interrupted our campaign trail led by ANC Deputy President Jacob Zuma at Dokodweni and Mandeni</cause> <trigger>strongly condemns</trigger> <effect>The ANC in KwaZulu-Natal strongly condemns the misbehaviour</effect>,1
